htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
loc.ark+=13960=t79s2f04h,9568226,,PR2808.A2M47,"Shakespeare, William,",Chicago;New York;Lyons & Carnahan;c1915,1915,ilu,,"Caesar, Julius;Drama;Assassination",Julius Caesar,0.79,102,172,0.998,s,1915,    ,1915
loc.ark+=13960=t7dr3fg38,9571340,,PS635.Z9B275,"Barrington, Pauline B. [from old catalog]","Los Angeles, Cal.;c1915",1915,cau,,,When the young birds go,0.75,23,36,1.0,s,1915,    ,1915
loc.ark+=13960=t7mp5jp72,7647804,14400844,PR6015.A77A7 1915,"Hastings, Basil Macdonald,","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,Advertisement;,0.83,103,134,1.0, ,1915,    ,1915
loc.ark+=13960=t7mp5z02n,11211803,,PS635.Z9C7756,"Cooke, Jas. Francis. [from old catalog]",Phila.;1915.,1915,pau,,,Romeo of the Rancho,0.71,13,20,0.999,s,1915,    ,1915
loc.ark+=13960=t7rn42m8c,11205533,,PS635.Z9R646,"Roberts, Octavia. [from old catalog]",Boss;1915.,1915,xx ,,,The happy day,0.68,18,28,1.0,s,1915,    ,1915
loc.ark+=13960=t7sn0p17h,9569800,19818574,PS3505.O548K5 1915,"Cook, Estelle.","Minneapolis, Minn.;University of Minnesota;1915.",1915,mnu,,,Kindling the hearth fire,0.82,38,52,0.998,s,1915,    ,1915
loc.ark+=13960=t7sn0p301,9588717,,PS635.Z9S628,"Slater, Joseph H. [old catalog heading]",New York;Dick & Fitzgerald;c1915.,1915,nyu,,,The coon rehearsal,0.78,12,16,0.999,s,1915,    ,1915
loc.ark+=13960=t7vm4r10r,9565949,,PS635.Z9Y19,"Yale, Elsie Duncan. [from old catalog]","Franklin, Ohio;Eldridge Entertainment house;c1915.",1915,ohu,,,A day at camp killkare,0.74,16,24,0.999,s,1915,    ,1915
loc.ark+=13960=t7zk5x334,9577317,30634160,PS1677.W6 1915,"Fitch, Clyde,","Boston;Little, Brown, and Company;1915.",1915,mau,,,The woman in the case;,0.88,186,204,1.0,s,1915,    ,1915
loc.ark+=13960=t7zk6157k,9610873,,PS635.Z9V93,"Vreeland, F. T. [from old catalog]",N.Y.;c1915.,1915,nyu,,,The kidnapped freshman,0.87,38,44,1.0,s,1915,    ,1915
loc.ark+=13960=t80k32254,9609985,,PS635.Z9N5737,"Newton, Harry L. [from old catalog]",Chicago;c1915,1915,ilu,,,"Oh, doctor!",0.77,17,24,1.0,s,1915,    ,1915
loc.ark+=13960=t81j9w615,9569527,,PS3503.R53G5 1915,"Bridgham, Gladys Ruth. [from old catalog]",Boston;W. H. Baker & co.;1915.,1915,mau,,,The girl from upper 7,0.87,64,68,1.0,s,1915,    ,1915
loc.ark+=13960=t81j9w920,9594175,,PS3531.A28C6 1915,"Painton, Edith F. A. U.,",Chicago;T. S. Denison & company;1915,1915,ilu,,,Clubbing a husband,0.88,55,62,0.999,s,1915,    ,1915
loc.ark+=13960=t84j15n0q,9571790,,PS635.Z9R18,"Randall, William R. [from old catalog]",N.Y.;London;c1915.,1915,nyu,,,"""The Gray overcoat""",0.76,20,28,1.0,s,1915,    ,1915
loc.ark+=13960=t84j15n2p,9577428,,PS635.Z9W9245,"Wormwood, Edyth M. [from old catalog]","Franklin, Ohio;c1915.",1915,ohu,,,The new woman in Mother Goose land,0.75,21,28,1.0,s,1915,    ,1915
loc.ark+=13960=t86h51g13,9611238,,PS635.Z9K5667,"Kingston, Mary F. [from old catalog]",New York;Samuel French;c1915.,1915,nyu,,,The trials of a hostess,0.76,31,36,1.0,s,1915,    ,1915
loc.ark+=13960=t87h22h90,9606716,,PS3503.R53R4 1915,"Bridgham, Gladys Ruth. [from old catalog]",Boston;W. H. Baker & co.;1915.,1915,mau,,,A regular rah!,0.84,40,44,1.0,s,1915,    ,1915
loc.ark+=13960=t8bg35c9d,9607387,,PS635.Z9P23,"Padon, Ella Florence. [old catalog heading]","Franklin, Ohio;Eldridge Entertainment House;c1915.",1915,ohu,,,In charge of the consul,0.8,33,40,1.0,s,1915,    ,1915
loc.ark+=13960=t8df7756w,9597009,,PS635.Z9S3778,"Schreiner, Lilian Stair. [from old catalog]",Chicago;A. Flanagan Co.;c1915.,1915,ilu,,,Dolly Traver's inheritance,0.82,46,52,1.0,s,1915,    ,1915
loc.ark+=13960=t8df7m225,11213586,,PS3503.U75T7 1915PR9199.3.P729,"Preston, Jack,","Lamoni;Iowa., Herald publishing house;c1915",1915,xx ,,,Truants,0.8,31,40,1.0,s,1915,    ,1915
loc.ark+=13960=t8gf1901d,247390,2170516,PS3505.O935S7 1915,"Cowan, Sada.",New York;M. Kennerlay;1915.,1915,nyu,,,The state forbids;,0.8,38,56,1.0,s,1915,    ,1915
loc.ark+=13960=t8hd89v2q,9601444,2898926,PS3515.A23H4 1915,"Hagedorn, Hermann,",New York;The Macmillan Company;1915.,1915,nyu,,,The heart of youth,0.8,79,106,1.0,s,1915,    ,1915
loc.ark+=13960=t8kd2cn07,9573114,,PS635.Z9P28475,"Parker, Mary Moncure. [old catalog heading]",Chicago;T. S. Denison & Co.;c1915.,1915,ilu,,,Shadows,0.74,18,24,1.0,s,1915,    ,1915
loc.ark+=13960=t8mc9fm26,247330,2405892,,"Buchanan, Thompson,","Garden City, N. Y.;Doubleday, Page & company;1915.",1915,nyu,,,A woman's way,0.81,164,192,0.999,s,1915,    ,1915
loc.ark+=13960=t8rb7hs1x,1372848,8209025,PR6013.A5B5 1915,"Galsworthy, John,",New York;C. Scribner's sons;1915.,1915,nyu,,,A bit o' love;,0.82,88,104,1.0,s,1915,    ,1915
loc.ark+=13960=t8rb7hs6b,9597602,,PS3521.I26C6 1915,"Kidder, Edward E.,",New York;S. French;c1915.,1915,nyu,,,A college Cinderella,0.72,48,72,1.0,s,1915,    ,1915
loc.ark+=13960=t8sb4k061,9569296,,PS635.Z9P8125,"Postgate, John W. [old catalog heading]",Chicago;T. S. Denison & Co.;c1915.,1915,ilu,,,Re-taming of the shrew,0.76,19,28,1.0,s,1915,    ,1915
loc.ark+=13960=t8sb4rm3q,9607249,,PS635.Z9P668,"Pipes, Mai. [from old catalog]",Chicago;1915.,1915,ilu,,,"The ""Kings wish""",0.8,23,28,1.0,s,1915,    ,1915
loc.ark+=13960=t8tb1m13m,9592140,,PS635.Z9Y2,"Yale, Elsie Duncan. [from old catalog]","Philadelphia, Pa.;Hall-Mack co.;c1915.",1915,pau,,,The inventor,0.8,19,24,0.999,s,1915,    ,1915
loc.ark+=13960=t8v99295j,11211668,,PS635.Z9C195,"Campbell, Robert. [from old catalog]","Franklin, Ohio;Eldridge Entertainment House;c1915.",1915,ohu,,,The Rhodes Scholar,0.82,30,36,1.0,s,1915,    ,1915
loc.ark+=13960=t8w95np0w,9596550,,PS635.Z9S5912,"Simms, Evelyn. [old catalog heading]",Chicago;T. S. Denison & Co.;c1915.,1915,ilu,,,Divided attentions,0.75,16,24,1.0,s,1915,    ,1915
loc.ark+=13960=t9183sv25,9574389,,PS635.Z9B9593,"Burns, Allan. [from old catalog]",Boston;Walter H. Baker;1915.,1915,mau,,,The great chicken case,0.74,29,37,0.999,s,1915,    ,1915
loc.ark+=13960=t9280t754,9596606,,PS635.Z9V2295,"Van Demark, Harry. [from old catalog]",Philadelphia;The Penn Pub. Co.;1915.,1915,pau,,,A Texas Ranger,0.82,65,76,0.999,s,1915,    ,1915
loc.ark+=13960=t9280tz5j,9573447,,PS635.Z9C323,"Chandler, Lilian F. [from old catalog]",New York;Samuel French;c1915.,1915,nyu,,,At the window,0.78,15,20,1.0,s,1915,    ,1915
loc.ark+=13960=t9572215p,9583514,,PS635.Z9K3927,"Kelly, Jessie A. [from old catalog]",Chicago;c1915,1915,ilu,,,Mrs. Jenkins' brilliant idea,0.82,18,24,1.0,s,1915,    ,1915
loc.ark+=13960=t98631c09,6577743,1177848,PR4611.A72G4 1915,"Gerstenberg, Alice.",Chicago;A. C. McClurg & Co.;1915.,1915,ilu,,,Alice in Wonderland;,0.71,94,168,1.0,s,1915,    ,1915
loc.ark+=13960=t9960669n,9573984,,PS3513.O525D3 1915,"Goodman, Kenneth Sawyer,",Chicago;The Stage guild;1915.,1915,ilu,,,Dancing dolls;,0.84,42,52,1.0,s,1915,    ,1915
loc.ark+=13960=t9b577w5q,9568929,22357295,PS635.Z9S5625 1915,"Shumway, Merline H.","Minneapolis, Minn.;University of Minnesota;1915.",1915,mnu,,,Back to the farm,0.86,43,52,1.0,s,1915,    ,1915
loc.ark+=13960=t9b57f549,11210386,,PS3505.H35P6 1915,"Chapin, Harry Lorenzo,",New York;The Shakespeare press;c1915,1915,nyu,,,Poems and plays,0.76,115,272,1.0,s,1915,    ,1915
loc.ark+=13960=t9b57gp5x,11209936,,PS635.Z9C8965,"Crane, Eleanor Maud. [from old catalog]",New York;Dick & Fitzgerald;c1915.,1915,nyu,,,Peggy's predicament,0.81,21,24,1.0,s,1915,    ,1915
loc.ark+=13960=t9m33qt8b,11207120,,PS635.Z9S213,"Sander, Harold. [from old catalog]",N.Y.;c1915.,1915,nyu,,,Larry,0.84,18,24,0.999,s,1915,    ,1915
loc.ark+=13960=t9s18tw2b,11211802,19761536,PS3523.O45C7 1915,"Lomas, B. A.",New York;E.A. Carley;c1915,1915,nyu,,,Romantic dramas;,0.85,233,264,1.0,s,1915,    ,1915
loc.ark+=13960=t9v12hs90,9591647,,PS3535.O86C8 1915,"Roundy, William Noble,",Chicago;s.n.;1915.,1915,ilu,,,Cupid's coronation,0.75,56,88,1.0,s,1915,    ,1915
loc.ark+=13960=t9v12nw4k,9571355,,PS635.Z9J65,"Johnson, Hester N. [from old catalog]",Bost.;1915.,1915,mau,,,On to victory,0.78,18,28,1.0,s,1915,    ,1915
loc.ark+=13960=t9z03m518,1398113,3348938,PS3525.I27C7 1915,"Middleton, George,",New York;B. W. Huesbsch;1915.,1915,nyu,,,Criminals;,0.83,47,62,0.978,s,1915,    ,1915
mdp.39015000537111,1367011,62552656,,"Wainwright, John William,",New York;The author;1915.,1915,nyu,,"1564-1616;Knowledge;Medicine;Shakespeare, William",The medical and surgical knowledge of William Shakespere;,0.76,76,112,1.0,s,1915,    ,1915
mdp.39015000684475,1780900,67892971,,"Goethe, Johann Wolfgang von,",London;G. Bell;1915.,1915,enk,,,Dramatic works,0.73,350,596,1.0,s,1915,    ,1915
mdp.39015001590069,1112605,16729904,PT2638.N5Z3 1915,"Schnitzler, Arthur,",New York;M. Kennerley;1915.,1915,nyu,,,The lonely way: Intermezzo: Countess Mizzie;,0.83,309,380,0.997,s,1915,    ,1915
mdp.39015004230705,1908972,1557221,,"Shakespeare, William,",Boston;D.C. Heath;c1915,1915,mau,,,The tragedy of Julius Caesar,0.71,96,216,0.997,s,1915,    ,1915
mdp.39015005001600,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.2,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.9,668,752,0.999,s,1915,    ,1915
mdp.39015005349991,1111435,2666849,PN6112.D5,,"Boston, Mass.;Houghton Mifflin;c1915",1915,mau,,Collections;Drama,Chief contemporary dramatists;,0.89,619,700,0.999,s,1915,    ,1915
mdp.39015005541886,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.4,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.91,622,700,1.0,s,1915,    ,1915
mdp.39015008252150,1908247,3924042,,"Bottomley, Gordon,","Boston;Small, Maynard & co.;c1915",1915,mau,,,King Lear's wife,0.73,140,238,1.0,s,1915,    ,1915
mdp.39015010358557,1908371,2916392,,"Fletcher, John,",Cambridge;University press;1915.,1915,enk,,,The elder brother;,0.81,75,104,1.0,r,1915,1637,1915
mdp.39015010520073,1020274,11447886,PR6003.R4L5 1915,"Brooke, Rupert,",Chicago;The Chicago little theatre;1915.,1915,ilu,,,Lithuania;,0.67,32,62,1.0,s,1915,    ,1915
mdp.39015013242113,1200072,2879232,PT981.2.M3.A32,"Strindberg, August,",NewYork;American-Scandinavian Foundation;1915.,1915,nyu,,,Master Olof,0.89,124,168,1.0,s,1915,    ,1915
mdp.39015015361267,1373023,1036813,PR4827T5 1915,"Jones, Henry Arthur,",New York;G.H. Doran;c1915.,1915,nyu,,,The theatre of ideas,0.74,72,182,0.999,s,1915,    ,1915
mdp.39015019088692,1222777,2185149,PA3975.I8B9,Euripides.,New York;M. Kennerley;1915.,1915,nyu,,,Iphigenia in Tauris;,0.68,59,104,0.999,s,1915,    ,1915
mdp.39015019192981,984124,1918823,PJ5129.P5T7,"Pinski, David,",New York;Huebsch;1915.,1915,nyu,,,The treasure,0.91,186,208,1.0,s,1915,    ,1915
mdp.39015022214525,1373440,3906844,PR5182.B6 1915,"Pinero, Arthur Wing,",London;Printed at the Chiswick press;1915.,1915,enk,,,The big drum,0.88,115,132,1.0,s,1915,    ,1915
mdp.39015024529227,1358861,355295,,"Ford, John,",Boston and;London;D. C. Heath & co.;c1915,1915,mau,,,"'Tis pity she's a whore, and The broken heart",0.8,256,354,1.0,s,1915,    ,1915
mdp.39015028028879,1224840,1036134,,"Gorky, Maksim,","Boston;R. G. Badger; [etc., etc.;c1915",1915,|||,,,"Submerged; scenes from the Russian life, in four acts",0.84,132,156,0.999,|,1915,||||,1915
mdp.39015028383043,1223830,173126,PG3452.A25,"Andreyev, Leonid,",New York;C. Scribner's Sons;1915.,1915,nyu,,,Plays,0.77,160,252,0.987,s,1915,    ,1915
mdp.39015028383308,1846707,188995,,"Andreyev, Leonid,",New York;The Macmillan company;1915.,1915,nyu,,,The sorrows of Belgium,0.83,131,160,0.998,s,1915,    ,1915
mdp.39015029480640,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.1,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.9,558,646,1.0,s,1915,    ,1915
mdp.39015030034188,1201644,1155424,PQ1240.E5C5,"Clark, Barrett H.",Cincinnati;Stewart & Kidd Co.;1915 [c1914,1915,ohu,,ThÃÂ©ÃÂ¢tre libre,Four plays of the Free Theater;,0.87,237,316,0.986,c,1915,1914,1915
mdp.39015030214640,1203433,1491398,PQ 2154 A6A6 E5 1915,"Augier, Émile,",New York;A.A. Knopf;1915.,1915,nyu,,,Four plays,0.91,229,274,0.999,s,1915,    ,1915
mdp.39015030762010,1908462,6676023,,"Gregory,",New York;London;G.P. Putnam's sons;1915.,1915,nyu,,,Seven short plays,0.85,157,230,1.0,s,1915,    ,1915
mdp.39015030762267,1358861,355295,,"Ford, John,",Boston and;London;D. C. Heath & co.;c1915,1915,mau,,,"'Tis pity she's a whore, and The broken heart",0.79,258,364,1.0,s,1915,    ,1915
mdp.39015030765823,1909449,3132730,,"Yeats, W. B.","New York;The Macmillan company;London;Macmillan & co., ltd.;1915.",1915,nyu,,,"The hour-glass, and other plays",0.8,70,136,0.999,s,1915,    ,1915
mdp.39015030837267,1908346,7343743,,"Ervine, St. John G.",Dublin;London;Maunsel & co.;1915.,1915,ie ,,,John Ferguson,0.79,109,140,1.0,s,1915,    ,1915
mdp.39015030856366,1373509,2396341,,"Robinson, Lennox,",London;Maunsel & Company;1915.,1915,|||,,,The dreamers,0.9,71,88,0.999,s,1915,    ,1915
mdp.39015030937224,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.1,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.9,564,646,1.0,s,1915,    ,1915
mdp.39015030938487,1373019,1721260,PR4827.L6 1915,"Jones, Henry Arthur,",New York;George H. Doran company;c1915,1915,nyu,,,The lie;,0.88,112,126,1.0,s,1915,    ,1915
mdp.39015030938560,1373023,1036813,PR4827T5 1915,"Jones, Henry Arthur,",New York;G.H. Doran;c1915.,1915,nyu,,,The theatre of ideas,0.75,72,182,1.0,s,1915,    ,1915
mdp.39015030943867,1025562,166775,PR6025.A77F3 1915,"Masefield, John,",London;Heinemann;1915,1915,enk,,,The faithful,0.92,128,148,0.999,s,1915,    ,1915
mdp.39015030944246,1111435,2666849,PN6112.D5,,"Boston, Mass.;Houghton Mifflin;c1915",1915,mau,,Collections;Drama,Chief contemporary dramatists;,0.88,613,700,1.0,s,1915,    ,1915
mdp.39015032848460,1805720,40319293,,"Goldoni, Carlo,","New York;S. French;etc., etc., 1915",1915,nyu,,,The beneficent bear;,0.78,47,70,1.0,s,1915,    ,1915
mdp.39015033159693,1211445,1495908,PQ2603.E65V72 1915,"Bernstein, Henry,","Garden City, N.Y.;Doubleday, Page and company;1915.",1915,nyu,,,The thief,0.82,147,178,1.0,s,1915,    ,1915
mdp.39015033164354,1204688,1896962,PQ2198.B6C65,"Bouchor, Maurice,","New York;S. French; [etc., etc.;c1915",1915,nyu,,,"A Christmas tale, in one act",0.66,17,30,1.0,s,1915,    ,1915
mdp.39015033179857,1793159,2958733,,"Brueys,","New York;S. French;etc., etc., 1915",1915,nyu,,,"Master Patelin, solicitor;",0.75,26,46,1.0,s,1915,    ,1915
mdp.39015033200414,1205900,28906970,PQ2211.C3P53 1915,"Coppée, François,",New York;S. French;c1915,1915,nyu,,,Pater noster;,0.7,19,36,1.0,s,1915,    ,1915
mdp.39015033368914,1212695,1597770,PQ2275.H7C73,"Hervieu, Paul,","Garden City, N.Y.;Doubleday, Page & company;1915.",1915,nyu,,,The trail of the torch;,0.84,128,152,0.999,s,1915,    ,1915
mdp.39015033416267,321124,1495310,PS3545.E67W3 1915,"Wentworth, Marion Jean (Craig)",New York;The Century co.;1915.,1915,nyu,,"World War, 1914-1918;Drama",War brides;,0.81,74,95,1.0,s,1915,    ,1915
mdp.39015033453286,1216187,2841894,PQ2422.P26 1915,"Sardou, Victorien,","Garden City, N.Y.;Doubleday, Page & company;1915.",1915,nyu,,,Patrie!,0.83,188,238,1.0,s,1915,    ,1915
mdp.39015033641120,1762683,67890265,,,n.p.;1915,1915,xx ,,Children's literature;Bibliography,Intermediate book selection,0.78,59,76,0.99,s,1915,    ,1915
mdp.39015035792400,235224,7941918,F674.L7A37,"Alexander, Hartley Burr,","Lincoln, Neb.;The State printing co.;c1915",1915,nbu,,Lincoln;Lincoln (Neb.);Nebraska;Pageants,The pageant of Lincoln,0.7,36,66,1.0,s,1915,    ,1915
mdp.39015035818924,120829,3354102,PS3537.M89B6 1915,"Smith, Winchell,","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,The boomerang;,0.87,120,135,1.0,s,1915,    ,1915
mdp.39015039541183,1198238,1489130,PT2640.Z3E43,"Sudermann, Hermann,","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,Honor,0.88,95,104,1.0,s,1915,    ,1915
mdp.39015041453872,1373437,5517178,PR5172,"Phillips, Stephen,",London;J. Lane;1915.,1915,enk,,"World War, 1914-1918;Drama",Armageddon,0.76,62,104,0.999,s,1915,    ,1915
mdp.39015041816870,1463297,1508299,PN1851.P5,"Pierce, John Alexander,","Garden City, N.Y.;Doubleday, Page & company;1915.",1915,nyu,v.2,20th century;19th century;Drama;History and criticism,The masterpieces of modern drama,0.79,489,670,1.0,s,1915,    ,1915
mdp.39015046851112,1216187,2841894,PQ2422.P26 1915,"Sardou, Victorien,","Garden City, N.Y.;Doubleday, Page & company;1915.",1915,nyu,,,Patrie!,0.82,188,238,0.999,s,1915,    ,1915
mdp.39015053638014,1203433,1491398,PQ 2154 A6A6 E5 1915,"Augier, Émile,",New York;A.A. Knopf;1915.,1915,nyu,,,Four plays,0.91,230,272,0.999,s,1915,    ,1915
mdp.39015053659226,1017124,350820,PR1263.W4,"Wheeler, C. B.","London;H. Milford, Oxford University Press;1915.",1915,enk,,"English drama;Early modern and Elizabethan, 1500-1600",Six plays by contemporaries of Shakespeare,0.93,583,626,1.0,s,1915,    ,1915
mdp.39015053663756,1398113,3348938,PS3525.I27C7 1915,"Middleton, George,",New York;B. W. Huesbsch;1915.,1915,nyu,,,Criminals;,0.82,49,68,1.0,s,1915,    ,1915
mdp.39015059373871,163158,28102091,,"Sutro, Alfred,",London;Chiswick press;1915.,1915,enk,,,Rude Min and Christine;,0.87,76,92,1.0,s,1915,    ,1915
mdp.39015059374028,163159,4634212,,"Sutro, Alfred,",New York;Brentano's;1915.,1915,nyu,,,The two virtues;,0.86,109,130,1.0,s,1915,    ,1915
mdp.39015059404239,161694,13196495,PS3513.A24B5 1915,"Gaffney, Thomas J.","Boston;The Gorham press; [etc., etc.;1915",1915,mau,,,Birds of a feather;,0.86,103,120,0.996,s,1915,    ,1915
mdp.39015059408735,161273,5114745,PS635.Z9G6557,"Goodman, Kenneth Sawyer,",Chicago;The Stage guild;1915.,1915,ilu,,,Quick curtains,0.81,214,254,0.999,s,1915,    ,1915
mdp.39015062932580,1355629,1828505,,"Donnay, Maurice,",New York;M. Kennerley;1915.,1915,nyu,,,Lovers,0.86,260,288,0.998,s,1915,    ,1915
mdp.39015063007333,1356418,3658105,,"Maeterlinck, Maurice,",New York;Brentano's;1915.,1915,nyu,,,Three little dramas,0.83,114,136,1.0,s,1915,    ,1915
mdp.39015063515491,247390,2170516,PS3505.O935S7 1915,"Cowan, Sada.",New York;M. Kennerlay;1915.,1915,nyu,,,The state forbids;,0.8,38,55,1.0,s,1915,    ,1915
mdp.39015063523693,206896,3388568,PS3513.S4T6 1915,"Gsantner, Otto Carl,","Washington, D.C.;Hayworth publishing house;c1915.",1915,dcu,,,"Tolternicus, astronomer of Thorn",0.85,99,116,1.0,s,1915,    ,1915
mdp.39015063540598,120770,6775301,PS3537.T15Z7 1915,"Stahl, Clarence Victor,",New York;The Neale publishing company;1915.,1915,nyu,,,Zorabella;,0.87,73,87,1.0,s,1915,    ,1915
mdp.39015063548328,248298,10541378,PS3521.R23D6 1915,"Kraemer, Otto J.","Boston;The Gorham press; [etc., etc.;1915",1915,mau,,,Dollars and sense;,0.82,99,124,1.0,s,1915,    ,1915
mdp.39015063735479,247330,2405892,,"Buchanan, Thompson,","Garden City, N. Y.;Doubleday, Page & company;1915.",1915,nyu,,,A woman's way,0.84,160,183,1.0,s,1915,    ,1915
mdp.39015063736121,209600,41228583,,"Lawren, Joseph.",Boston;E.S. Everett;1915.,1915,mau,,,The voice,0.74,25,43,1.0,s,1915,    ,1915
mdp.39015063738788,784210,5638518,PS3507.E544L5 1915,"Denison, Emily Herey.","Boston;The Gorham press; [etc., etc.;1915",1915,mau,,,The little mother of the slums,0.8,122,143,1.0,s,1915,    ,1915
mdp.39015063755782,785449,1499620,,"Francis, John Oswald,","Garden City, N.Y.;Doubleday, Page & company;1915.",1915,nyu,,,Change,0.74,130,176,1.0,s,1915,    ,1915
mdp.39015063761343,559485,5100016,PR5922.P5 1915,"Zangwill, Israel,",New York;The Macmillan co.;1915.,1915,nyu,,,Plaster saints,0.76,174,231,1.0,s,1915,    ,1915
mdp.39015063763455,785121,2198560,,"Brighouse, Harold,",Chicago;A. C. McClurg & co.;1915.,1915,ilu,,,Garside's career;,0.87,86,103,1.0,s,1915,    ,1915
mdp.39015063763554,785026,5046778,PS1103.B75J8 1915,"Block, Louis James,","Boston;The Gorham press; [etc., etc.;c1915",1915,mau,,,The judge;,0.85,117,135,1.0,s,1915,    ,1915
mdp.39015063774858,449446,2962966,PR5126.P5P6,"Parker, Louis Napoleon,","New York;S. French; [etc., etc.;c1915.",1915,nyu,,,Pomander walk;,0.85,121,145,1.0,s,1915,    ,1915
mdp.39015063919784,1418894,7983893,,"Masefield, John,",New York;Macmillan;1915.,1915,nyu,,,The faithful,0.87,173,199,1.0,s,1915,    ,1915
mdp.39015064416095,1975427,68154244,,,Alliance;1915.,1915,ohu,,,Alumni catalog 1915,0.72,172,309,1.0,s,1915,    ,1915
mdp.39015064502480,1195688,1871706,PT2603.E94Z33,"Beyerlein, Franz Adam,","Boston, Mass.;J. W. Luce & company;c1915",1915,mau,,,Taps,0.87,119,136,1.0,s,1915,    ,1915
mdp.39015065779061,1029223,6137065,PS3535I22 1915,"Rice, Cale Young,","Garden City, N.Y.;Doubleday, Page;1915.",1915,nyu,v.1,,Collected plays and poems,0.66,270,692,0.999,s,1915,    ,1915
mdp.39015065779079,1029223,6137065,PS3535I22 1915,"Rice, Cale Young,","Garden City, N.Y.;Doubleday, Page;1915.",1915,nyu,v.2,,Collected plays and poems,0.68,261,672,0.999,s,1915,    ,1915
mdp.39015066191506,1463297,1508299,PN1851.P5,"Pierce, John Alexander,","Garden City, N.Y.;Doubleday, Page & company;1915.",1915,nyu,v.1,20th century;19th century;Drama;History and criticism,The masterpieces of modern drama,0.8,571,668,0.999,s,1915,    ,1915
mdp.39015066195945,1372796,1004449,PS1675.A2 1915,"Fitch, Clyde,","Boston;Little, Brown, and company;1915.",1915,mau,v.3,"1755-1776;1766-1862;Fritchie, Barbara;Drama;1778-1840;Hale, Nathan;Brummell, Beau",Plays,0.93,662,692,1.0,s,1915,    ,1915
mdp.39015068351082,1025290,366011,PR6009.R8J6,"Ervine, St. John G.",New York;Macmillan;1915,1915,nyu,,,John Ferguson,0.91,106,120,1.0,s,1915,    ,1915
mdp.39076002191349,9926058,16628768,,"Richards, Laura Elizabeth Howe,","Boston;Little, Brown;1915.",1915,mau,,"Children's plays, American;Juvenile literature",The pig brother play-book,0.72,97,150,0.994,s,1915,    ,1915
